City,Vehicle Type,Weather,Economic Condition,Day Of Week,Hour Of Day,Speed,Is Peak Hour,Random Event Occurred,Energy Consumption,Traffic Density
Neuroburg,Autonomous Vehicle,Clear,Booming,Monday,5,28.9559,0,0,26.3235,0.0632
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Saturday,20,30.4088,0,0,24.327,0.1283
Neuroburg,Autonomous Vehicle,Clear,Booming,Thursday,20,63.4887,0,0,49.3308,0.117
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Monday,20,83.3859,0,0,70.1901,0.2424
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Sunday,2,89.9311,0,0,71.9449,0.0704
AquaCity,Drone,Clear,Recession,Sunday,17,72.1599,0,0,36.0799,0.2641
TechHaven,Drone,Solar Flare,Recession,Sunday,5,98.3438,0,0,55.8772,0.073
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Tuesday,10,18.0712,0,0,14.4569,0.0635
Neuroburg,Autonomous Vehicle,Snowy,Stable,Wednesday,5,26.7916,0,0,25.6379,0.1014
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Tuesday,18,68.4288,1,0,76.4185,0.0602
Ecoopolis,Autonomous Vehicle,Clear,Recession,Wednesday,12,33.0174,0,0,26.4139,0.121
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Monday,5,56.1549,0,0,51.0499,0.1346
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,9,83.6385,0,0,80.0369,0.2391
Neuroburg,Autonomous Vehicle,Snowy,Booming,Thursday,12,21.6919,0,1,20.7578,0.1012
Ecoopolis,Car,Electromagnetic Storm,Booming,Friday,1,45.9595,0,0,45.9595,0.3772
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Thursday,14,34.3035,0,0,31.185,0.1337
AquaCity,Drone,Clear,Recession,Saturday,10,67.676,0,0,33.838,0.2704
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Monday,5,84.5629,0,0,67.6503,0.1819
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Friday,13,86.4,0,0,89.7558,0.2991
Neuroburg,Autonomous Vehicle,Rainy,Booming,Wednesday,5,60.1583,0,0,71.9597,0.0859
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Friday,6,42.4302,0,0,33.9442,0.0783
Neuroburg,Autonomous Vehicle,Snowy,Stable,Monday,9,64.5459,0,0,68.6293,0.1007
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Monday,19,45.9682,0,0,35.7173,0.0671
AquaCity,Autonomous Vehicle,Clear,Recession,Monday,13,94.9892,0,0,75.9913,0.1607
SolarisVille,Drone,Solar Flare,Stable,Thursday,12,87.692,0,0,43.846,0.1509
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Sunday,0,92.0132,0,0,83.6483,0.2465
TechHaven,Car,Rainy,Recession,Wednesday,8,49.6647,1,0,47.526,0.0919
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Wednesday,0,86.9679,0,0,79.0617,0.2199
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Monday,5,88.8034,0,0,80.7303,0.1061
Neuroburg,Autonomous Vehicle,Rainy,Booming,Monday,21,38.3581,0,0,31.3729,0.0769
TechHaven,Autonomous Vehicle,Snowy,Recession,Sunday,2,17.7254,0,0,16.9621,0.065
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Sunday,7,73.574,0,0,58.8592,0.1223
AquaCity,Flying Car,Solar Flare,Recession,Sunday,17,88.0621,0,0,105.6745,0.2876
Neuroburg,Drone,Solar Flare,Booming,Thursday,18,24.8571,1,0,11.2987,0.1258
Neuroburg,Drone,Clear,Booming,Thursday,16,21.0524,0,0,11.9616,0.0993
TechHaven,Drone,Clear,Recession,Saturday,12,67.1739,1,0,30.5336,0.059
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Wednesday,14,73.3836,0,0,104.238,0.163
SolarisVille,Drone,Solar Flare,Booming,Sunday,18,95.8413,0,0,47.9206,0.1769
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Sunday,18,85.495,0,0,68.396,0.0535
MetropolisX,Autonomous Vehicle,Clear,Recession,Monday,15,119.2032,0,0,108.3666,0.225
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Wednesday,10,48.0901,0,0,38.4721,0.0729
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,7,40.4796,0,0,32.3837,0.1496
SolarisVille,Autonomous Vehicle,Rainy,Booming,Thursday,22,79.5076,0,1,63.606,0.3499
Ecoopolis,Drone,Rainy,Stable,Saturday,9,64.3581,0,0,32.179,0.1529
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,6,52.4789,0,0,50.219,0.0892
TechHaven,Drone,Electromagnetic Storm,Stable,Friday,14,61.0465,0,0,36.5111,0.2133
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,8,30.4768,0,0,29.1644,0.2388
Neuroburg,Drone,Electromagnetic Storm,Booming,Tuesday,21,13.796,0,0,10.314,0.0832
TechHaven,Autonomous Vehicle,Rainy,Stable,Tuesday,18,53.6461,1,0,38.0267,0.1238
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Tuesday,8,98.6954,1,0,71.7785,0.1398
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,20,78.0752,0,1,62.4602,0.2643
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Tuesday,6,48.8855,0,0,39.1084,0.2463
Neuroburg,Autonomous Vehicle,Rainy,Booming,Saturday,2,68.2183,0,0,65.2807,0.0838
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Monday,3,57.221,0,0,57.799,0.1043
Ecoopolis,Drone,Rainy,Booming,Thursday,6,51.9897,0,0,25.9948,0.1687
AquaCity,Drone,Rainy,Recession,Monday,8,47.2393,1,0,23.6196,0.165
Neuroburg,Autonomous Vehicle,Rainy,Booming,Thursday,1,64.2331,0,0,76.8339,0.0827
Neuroburg,Autonomous Vehicle,Clear,Booming,Sunday,15,45.1495,0,0,41.045,0.0727
Neuroburg,Drone,Snowy,Stable,Saturday,11,66.9293,0,0,40.0295,0.0542
TechHaven,Car,Snowy,Stable,Wednesday,5,32.4478,0,0,38.8132,0.2553
MetropolisX,Drone,Electromagnetic Storm,Recession,Sunday,8,81.7495,0,1,48.8932,0.088
TechHaven,Autonomous Vehicle,Snowy,Stable,Friday,13,80.9714,0,0,77.4846,0.1744
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,12,18.4769,0,0,17.6812,0.265
MetropolisX,Drone,Solar Flare,Recession,Tuesday,16,44.8362,0,0,25.4751,0.2035
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Monday,8,76.8,1,0,61.603,0.1864
TechHaven,Autonomous Vehicle,Clear,Stable,Saturday,9,40.1244,0,0,50.6621,0.2631
Ecoopolis,Flying Car,Rainy,Stable,Friday,10,23.1709,0,0,27.8051,0.2872
Ecoopolis,Autonomous Vehicle,Clear,Booming,Saturday,21,23.9351,0,0,19.148,0.2237
SolarisVille,Drone,Snowy,Booming,Friday,12,101.4478,0,0,50.7239,0.2641
SolarisVille,Drone,Solar Flare,Stable,Saturday,0,52.0959,0,0,26.0479,0.241
SolarisVille,Autonomous Vehicle,Rainy,Recession,Friday,16,87.6825,0,0,70.146,0.0914
SolarisVille,Drone,Clear,Recession,Sunday,10,65.0447,0,0,32.5224,0.2268
SolarisVille,Autonomous Vehicle,Clear,Booming,Tuesday,7,96.0,1,0,93.0484,0.3397
Ecoopolis,Car,Clear,Stable,Wednesday,20,17.334,0,0,17.334,0.3771
SolarisVille,Autonomous Vehicle,Snowy,Recession,Thursday,15,38.4549,0,0,30.7639,0.1074
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Saturday,19,48.8207,0,0,39.0566,0.2097
TechHaven,Autonomous Vehicle,Snowy,Recession,Thursday,7,100.6389,1,0,77.0441,0.1239
SolarisVille,Autonomous Vehicle,Clear,Booming,Wednesday,10,113.5976,0,0,90.878,0.2422
MetropolisX,Flying Car,Electromagnetic Storm,Recession,Friday,22,92.2383,0,0,132.3994,0.2556
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Tuesday,1,42.2104,0,0,33.7684,0.1689
Ecoopolis,Drone,Electromagnetic Storm,Booming,Wednesday,8,76.8,1,0,38.9113,0.2672
SolarisVille,Flying Car,Electromagnetic Storm,Booming,Saturday,11,60.8806,0,0,73.0567,0.2529
TechHaven,Autonomous Vehicle,Snowy,Recession,Sunday,4,54.2154,0,0,51.8807,0.1801
MetropolisX,Autonomous Vehicle,Snowy,Recession,Wednesday,14,102.3551,0,0,97.9475,0.15
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,9,68.1215,0,0,65.188,0.0835
TechHaven,Drone,Snowy,Recession,Friday,4,69.7856,0,0,41.7378,0.0836
TechHaven,Autonomous Vehicle,Rainy,Booming,Saturday,18,60.3354,0,0,57.7372,0.1401
TechHaven,Autonomous Vehicle,Clear,Stable,Saturday,11,20.2095,0,0,18.3723,0.2298
SolarisVille,Autonomous Vehicle,Clear,Recession,Monday,15,26.2281,0,0,20.9825,0.2388
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Saturday,9,73.9116,0,0,59.1292,0.2115
TechHaven,Autonomous Vehicle,Clear,Booming,Saturday,0,93.2791,0,0,84.7992,0.2451
Neuroburg,Autonomous Vehicle,Snowy,Stable,Tuesday,18,59.5153,1,0,43.2687,0.0856
Neuroburg,Drone,Snowy,Booming,Monday,19,53.5188,0,0,32.0089,0.0657
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,13,47.8967,1,0,38.3174,0.1823
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,5,56.5006,0,0,54.0676,0.099
TechHaven,Autonomous Vehicle,Snowy,Booming,Thursday,8,58.5394,1,0,44.8148,0.2752
Ecoopolis,Drone,Snowy,Booming,Tuesday,9,86.4,0,0,54.3813,0.2761
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,11,68.2346,0,0,65.2963,0.1267
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Thursday,6,40.0979,0,1,36.4526,0.1251
MetropolisX,Drone,Rainy,Recession,Sunday,22,84.4804,0,0,50.5266,0.0917
SolarisVille,Drone,Electromagnetic Storm,Recession,Saturday,1,103.3175,0,0,51.6587,0.2403
Ecoopolis,Drone,Electromagnetic Storm,Booming,Wednesday,10,92.5685,0,0,46.2842,0.23
AquaCity,Drone,Solar Flare,Recession,Sunday,7,104.4853,0,0,52.2427,0.2126
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Thursday,7,41.7366,1,0,33.3893,0.1366
Neuroburg,Flying Car,Solar Flare,Stable,Thursday,15,85.1147,0,0,116.0654,0.1227
Neuroburg,Drone,Electromagnetic Storm,Booming,Saturday,11,61.2763,0,0,36.6485,0.1132
MetropolisX,Autonomous Vehicle,Snowy,Recession,Monday,9,28.7647,0,0,27.526,0.0841
MetropolisX,Autonomous Vehicle,Rainy,Recession,Wednesday,22,111.7939,0,0,106.9798,0.1028
SolarisVille,Car,Electromagnetic Storm,Recession,Sunday,1,110.2418,0,0,110.2418,0.1951
SolarisVille,Drone,Solar Flare,Stable,Monday,10,45.352,0,0,22.676,0.1818
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Saturday,18,52.3386,0,0,50.0848,0.0555
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,1,43.2449,0,0,41.3827,0.0984
TechHaven,Autonomous Vehicle,Clear,Stable,Monday,12,17.8938,0,0,16.2671,0.1782
TechHaven,Car,Snowy,Stable,Friday,10,19.1505,0,0,31.8156,0.2588
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Sunday,21,25.9648,0,0,20.7719,0.131
Neuroburg,Autonomous Vehicle,Clear,Stable,Friday,7,20.9069,1,0,15.205,0.1529
MetropolisX,Autonomous Vehicle,Rainy,Recession,Saturday,20,81.7475,0,0,78.2273,0.2339
Neuroburg,Drone,Electromagnetic Storm,Stable,Saturday,10,52.4303,0,1,31.3578,0.1509
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Tuesday,18,68.4288,1,0,88.3874,0.0519
SolarisVille,Autonomous Vehicle,Solar Flare,Stable,Thursday,9,58.124,0,0,46.4992,0.1245
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,16,67.6821,0,0,64.7675,0.2445
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,20,50.8991,0,1,45.0993,0.2545
SolarisVille,Drone,Snowy,Recession,Sunday,13,47.3691,1,1,23.6845,0.1807
Neuroburg,Autonomous Vehicle,Rainy,Booming,Monday,12,48.595,0,0,46.5024,0.0604
SolarisVille,Flying Car,Solar Flare,Recession,Thursday,7,57.2047,1,0,68.6456,0.0564
TechHaven,Autonomous Vehicle,Rainy,Stable,Tuesday,6,75.7561,0,1,72.4938,0.2032
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,2,28.1581,0,0,26.9456,0.0988
TechHaven,Autonomous Vehicle,Rainy,Booming,Tuesday,5,65.9635,0,0,63.123,0.1997
Ecoopolis,Drone,Clear,Booming,Wednesday,9,31.3536,0,0,15.6768,0.2062
SolarisVille,Drone,Solar Flare,Stable,Tuesday,16,108.0925,0,0,54.0463,0.1686
SolarisVille,Car,Rainy,Recession,Thursday,12,33.536,0,0,33.536,0.093
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,11,80.3436,0,0,64.2749,0.3782
TechHaven,Autonomous Vehicle,Rainy,Stable,Monday,15,55.7857,0,0,53.3835,0.1106
TechHaven,Drone,Rainy,Stable,Thursday,4,80.7447,0,0,48.2923,0.2015
Ecoopolis,Drone,Solar Flare,Booming,Thursday,20,53.0956,0,0,26.5478,0.1437
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Thursday,1,32.001,0,0,25.6008,0.2836
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Saturday,17,66.8085,0,0,53.4468,0.1301
Neuroburg,Drone,Electromagnetic Storm,Stable,Tuesday,12,78.3597,0,0,46.8658,0.1042
MetropolisX,Autonomous Vehicle,Snowy,Recession,Friday,1,97.6604,0,0,93.455,0.0893
Ecoopolis,Autonomous Vehicle,Clear,Stable,Wednesday,0,58.0871,0,0,46.4697,0.1677
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Monday,14,93.732,0,0,74.9856,0.1841
Neuroburg,Autonomous Vehicle,Snowy,Stable,Friday,0,47.3205,0,1,45.2827,0.1167
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Wednesday,14,90.4224,0,0,72.3379,0.2115
Ecoopolis,Drone,Solar Flare,Booming,Thursday,5,86.6336,0,0,43.3168,0.1819
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Wednesday,8,36.2363,1,0,27.7407,0.1324
AquaCity,Autonomous Vehicle,Clear,Recession,Saturday,21,78.261,0,0,62.6088,0.2361
SolarisVille,Drone,Solar Flare,Booming,Monday,23,47.5824,0,0,23.7912,0.175
Neuroburg,Autonomous Vehicle,Clear,Stable,Thursday,0,113.4966,0,0,103.1788,0.0864
SolarisVille,Drone,Clear,Recession,Friday,21,80.4168,0,0,40.2084,0.0927
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Thursday,12,96.0,0,0,77.4854,0.1568
Neuroburg,Drone,Clear,Booming,Monday,15,45.462,0,0,32.2884,0.1355
Neuroburg,Autonomous Vehicle,Snowy,Booming,Friday,11,54.9739,0,0,52.6066,0.0768
Neuroburg,Autonomous Vehicle,Snowy,Booming,Wednesday,4,77.925,0,0,74.5694,0.0837
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Wednesday,22,67.2945,0,0,64.3966,0.1383
TechHaven,Drone,Clear,Recession,Saturday,12,40.2678,1,0,25.4216,0.0882
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Monday,0,83.9656,0,1,76.3323,0.1049
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Friday,15,62.7065,0,0,50.1652,0.07
SolarisVille,Autonomous Vehicle,Rainy,Recession,Saturday,3,78.2331,0,0,69.5405,0.121
Ecoopolis,Autonomous Vehicle,Rainy,Booming,Wednesday,8,69.12,1,0,61.7654,0.2513
Neuroburg,Drone,Snowy,Booming,Wednesday,10,76.6456,0,0,45.8407,0.1724
Neuroburg,Autonomous Vehicle,Snowy,Stable,Sunday,1,50.71,0,0,48.5263,0.0703
TechHaven,Drone,Snowy,Recession,Saturday,6,99.3434,0,0,59.4159,0.099
MetropolisX,Autonomous Vehicle,Clear,Recession,Wednesday,3,89.8227,0,0,81.657,0.123
SolarisVille,Autonomous Vehicle,Clear,Recession,Wednesday,22,92.5992,0,0,74.0794,0.1789
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Saturday,5,81.4804,0,0,65.1843,0.0778
MetropolisX,Autonomous Vehicle,Rainy,Recession,Thursday,1,52.0432,0,0,49.8021,0.2853
TechHaven,Autonomous Vehicle,Snowy,Recession,Friday,12,36.838,0,0,48.9606,0.0587
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Monday,9,72.8082,0,0,69.6729,0.1071
Neuroburg,Autonomous Vehicle,Snowy,Booming,Tuesday,20,93.3392,0,0,76.3417,0.0887
Neuroburg,Autonomous Vehicle,Rainy,Stable,Friday,19,21.1044,0,0,17.2612,0.0808
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Thursday,14,41.7248,0,0,33.3799,0.285
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Saturday,20,27.4656,0,0,24.4139,0.2274
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Saturday,21,18.5435,0,0,17.745,0.067
MetropolisX,Autonomous Vehicle,Solar Flare,Booming,Wednesday,17,114.5962,1,0,83.3427,0.3727
SolarisVille,Car,Electromagnetic Storm,Recession,Tuesday,10,61.2337,0,0,61.2337,0.1803
TechHaven,Autonomous Vehicle,Clear,Recession,Sunday,3,54.1597,0,0,49.2361,0.0651
Neuroburg,Drone,Snowy,Booming,Saturday,16,47.1211,0,0,28.1825,0.0577
SolarisVille,Car,Electromagnetic Storm,Recession,Saturday,23,91.2106,0,0,91.2106,0.2397
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,9,23.3404,0,0,18.6723,0.2416
Neuroburg,Autonomous Vehicle,Rainy,Stable,Sunday,2,58.0293,0,0,55.5305,0.0963
Ecoopolis,Car,Electromagnetic Storm,Stable,Monday,14,16.6911,0,0,16.6911,0.2562
AquaCity,Flying Car,Snowy,Recession,Saturday,6,19.6029,0,0,23.5234,0.2581
AquaCity,Autonomous Vehicle,Snowy,Recession,Sunday,5,46.3097,0,0,37.0477,0.2768
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,8,62.9251,0,0,60.2155,0.2232
SolarisVille,Car,Solar Flare,Stable,Saturday,15,110.7109,0,1,110.7109,0.1635
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Wednesday,19,55.9396,0,0,43.4651,0.1298
Neuroburg,Flying Car,Snowy,Stable,Saturday,15,57.2634,0,0,82.1963,0.0679
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Tuesday,13,33.9952,0,0,30.9047,0.1168
Neuroburg,Autonomous Vehicle,Snowy,Recession,Saturday,20,70.7627,0,0,67.7155,0.0606
AquaCity,Autonomous Vehicle,Rainy,Recession,Wednesday,15,36.6199,0,1,29.2959,0.212
AquaCity,Autonomous Vehicle,Rainy,Recession,Monday,3,17.6656,0,0,14.1325,0.2942
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Tuesday,19,62.6609,0,0,55.5209,0.1854
SolarisVille,Drone,Solar Flare,Booming,Wednesday,8,96.0,1,0,58.9651,0.1629
Neuroburg,Autonomous Vehicle,Clear,Stable,Monday,11,84.0876,0,0,76.4432,0.0966
Ecoopolis,Drone,Clear,Recession,Saturday,10,105.6,0,0,54.0976,0.1283
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Saturday,2,45.1611,0,0,36.1289,0.2476
Neuroburg,Autonomous Vehicle,Clear,Recession,Thursday,17,60.7731,1,0,44.1986,0.0579
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Thursday,7,40.1093,1,0,29.1704,0.1542
Neuroburg,Autonomous Vehicle,Clear,Stable,Wednesday,23,20.9104,0,0,19.0095,0.1575
MetropolisX,Autonomous Vehicle,Solar Flare,Booming,Thursday,3,73.9635,0,0,67.2396,0.2703
Ecoopolis,Autonomous Vehicle,Clear,Stable,Friday,11,32.9396,0,0,26.3517,0.1577
Ecoopolis,Drone,Snowy,Recession,Friday,13,64.7602,0,0,32.3801,0.1081
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,7,86.4,1,0,74.9761,0.3731
Neuroburg,Autonomous Vehicle,Snowy,Booming,Saturday,3,64.1459,0,0,61.3837,0.0577
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Wednesday,7,44.5063,1,0,35.605,0.2279
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Tuesday,23,66.7952,0,0,60.7229,0.0746
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Wednesday,1,95.04,0,0,91.2678,0.1274
Ecoopolis,Flying Car,Solar Flare,Booming,Wednesday,1,79.8497,0,0,95.8197,0.2971
AquaCity,Autonomous Vehicle,Rainy,Recession,Sunday,7,54.0618,0,0,43.2494,0.2092
Neuroburg,Autonomous Vehicle,Snowy,Booming,Sunday,8,84.9483,0,0,101.6128,0.0853
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Friday,12,78.6438,0,0,89.368,0.0735
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Wednesday,13,33.6736,0,0,26.9389,0.2934
TechHaven,Autonomous Vehicle,Clear,Booming,Wednesday,19,26.9689,0,0,22.7011,0.3518
TechHaven,Drone,Snowy,Stable,Monday,7,23.1981,1,1,11.0996,0.257
TechHaven,Autonomous Vehicle,Rainy,Stable,Thursday,2,21.2128,0,0,20.2994,0.2146
SolarisVille,Autonomous Vehicle,Rainy,Booming,Tuesday,1,92.3654,0,0,73.8923,0.2524
TechHaven,Autonomous Vehicle,Snowy,Booming,Saturday,13,22.8874,1,0,17.5215,0.2279
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,9,30.8554,0,0,29.5267,0.1152
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Saturday,9,65.8212,0,0,52.6569,0.1069
TechHaven,Flying Car,Electromagnetic Storm,Stable,Thursday,23,85.7068,0,0,123.0241,0.1627
Ecoopolis,Drone,Clear,Booming,Sunday,7,56.2243,0,0,28.1122,0.2198
SolarisVille,Autonomous Vehicle,Snowy,Booming,Thursday,20,16.3022,0,0,14.4909,0.2872
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,19,86.7635,0,0,83.866,0.3476
Ecoopolis,Autonomous Vehicle,Clear,Recession,Saturday,8,25.1519,0,0,20.1215,0.085
SolarisVille,Drone,Solar Flare,Booming,Monday,8,81.0083,1,0,40.5042,0.2134
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Sunday,15,32.4775,0,0,31.0789,0.1764
Neuroburg,Autonomous Vehicle,Clear,Booming,Wednesday,2,80.1961,0,0,72.9056,0.1099
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Thursday,2,75.8444,0,1,72.5784,0.0773
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Tuesday,2,82.2964,0,0,78.7525,0.0746
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Wednesday,18,50.808,1,0,34.2142,0.1794
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Saturday,19,85.6396,0,0,68.5116,0.2036
SolarisVille,Autonomous Vehicle,Solar Flare,Stable,Friday,23,63.0382,0,0,56.034,0.1765
TechHaven,Autonomous Vehicle,Rainy,Stable,Saturday,23,88.0683,0,0,84.2759,0.2002
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Sunday,6,89.207,0,0,71.3656,0.067
SolarisVille,Car,Solar Flare,Recession,Saturday,17,77.2087,0,0,77.2087,0.0551
Neuroburg,Drone,Rainy,Booming,Tuesday,12,49.8256,0,0,29.8,0.1077
TechHaven,Autonomous Vehicle,Rainy,Booming,Thursday,22,9.3773,0,0,8.9735,0.2113
SolarisVille,Autonomous Vehicle,Rainy,Recession,Sunday,2,81.9968,0,0,65.5974,0.1721
Neuroburg,Autonomous Vehicle,Rainy,Booming,Thursday,4,74.9028,0,0,71.6773,0.0862
TechHaven,Autonomous Vehicle,Snowy,Booming,Sunday,10,95.9043,0,0,91.7744,0.2623
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Wednesday,20,72.1328,0,0,64.118,0.3424
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Thursday,15,76.623,0,0,69.6573,0.2764
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Monday,12,40.1203,0,0,36.473,0.1112
AquaCity,Drone,Rainy,Recession,Saturday,15,83.8744,0,0,41.9372,0.2124
Neuroburg,Drone,Snowy,Stable,Monday,19,43.1644,0,0,25.816,0.076
Neuroburg,Drone,Solar Flare,Stable,Monday,13,88.7365,0,0,50.4184,0.093
SolarisVille,Drone,Snowy,Stable,Tuesday,19,76.2896,0,0,38.1448,0.3379
Neuroburg,Drone,Solar Flare,Booming,Monday,7,43.9587,1,0,19.9812,0.089
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Saturday,7,20.0297,0,0,18.2088,0.3541
MetropolisX,Autonomous Vehicle,Clear,Recession,Monday,12,94.897,0,0,86.27,0.1807
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Tuesday,5,29.1864,0,0,23.3492,0.066
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,13,103.3346,0,1,98.8848,0.0846
TechHaven,Car,Clear,Recession,Saturday,8,59.7778,0,0,67.9293,0.0894
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Tuesday,16,32.1839,0,0,25.7471,0.1097
SolarisVille,Car,Rainy,Recession,Tuesday,17,95.04,1,0,120.6078,0.0792
Neuroburg,Drone,Rainy,Booming,Wednesday,5,30.8736,0,0,18.4651,0.07
Ecoopolis,Drone,Rainy,Recession,Sunday,9,95.04,0,1,48.6098,0.0921
Neuroburg,Drone,Rainy,Stable,Monday,21,50.8385,0,0,30.4058,0.0685
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,11,62.3148,0,0,59.6313,0.1366
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,12,41.7052,0,0,39.9093,0.0777
AquaCity,Autonomous Vehicle,Rainy,Recession,Thursday,23,82.053,0,0,65.6424,0.1537
TechHaven,Drone,Clear,Recession,Tuesday,13,77.2337,0,0,43.8828,0.1692
TechHaven,Autonomous Vehicle,Rainy,Booming,Monday,2,64.0924,0,0,61.3324,0.1973
Neuroburg,Autonomous Vehicle,Rainy,Booming,Friday,6,32.4886,0,0,31.0896,0.1498
TechHaven,Drone,Rainy,Booming,Saturday,23,47.4429,0,0,28.3749,0.2542
SolarisVille,Drone,Snowy,Recession,Thursday,17,90.1697,1,0,45.0848,0.083
MetropolisX,Autonomous Vehicle,Rainy,Recession,Thursday,17,44.035,1,0,33.711,0.1951
Ecoopolis,Drone,Rainy,Booming,Thursday,6,44.1797,0,0,22.0899,0.1979
